"","mu_w1","mu_w2","mu_w3","mu_w4","mu_w5","mu_alpha","mu_beta","mu_a_infl","mu_b_infl","mu_sigma_infl"
"27",0.89990587,0.86980639,0.9247495,0.92670816,1.0106804,2.7664729,0.39479128,0.39178739,0.13139024,0.14136724
"28",0.93215348,0.8443094,0.91722516,0.94790998,0.97594925,2.6745261,0.33360876,0.4356456,0.12800673,0.14490978
"29",0.94959629,0.91307029,0.95430671,0.97379454,1.0423794,2.8397781,0.27191246,0.42736483,0.12355112,0.14451928
"30",0.97802903,0.89586838,0.93109616,0.98586792,1.0037015,2.8649511,0.30287315,0.41388307,0.12339467,0.13931261
"31",0.88047353,0.90992738,0.92454516,0.97929773,1.0017657,3.0297648,0.31421286,0.37507569,0.12770936,0.14563388
"32",0.92675221,0.91573744,0.91663696,0.95859952,1.0164207,3.1569534,0.30466199,0.37781189,0.1313097,0.14668172
"33",0.91980403,0.9160116,0.91708875,0.95910242,1.0050306,3.2583228,0.30401413,0.37460322,0.12962942,0.14773905
"34",0.84376589,0.89912214,0.89966476,0.9429958,0.97934389,2.8602592,0.29389013,0.39281466,0.12674118,0.14943713
"35",0.86064927,0.9261976,0.9464888,0.92877022,1.043153,2.5006867,0.38586872,0.36005642,0.12374378,0.1579432
"36",0.90200949,0.91840533,0.9382858,0.94865551,0.99427661,2.5481114,0.38512593,0.35944906,0.13074909,0.15928383
"37",0.86529514,0.91858315,0.93394122,0.87958331,0.95763165,2.3331167,0.36792421,0.38393609,0.13113928,0.15240832
"38",0.91143575,0.91760808,0.9299967,0.87176859,0.95731028,2.3748522,0.34437186,0.37680647,0.13193274,0.15417446
"39",0.90150581,0.92029538,0.94905308,0.93244922,1.0011146,2.4826798,0.39786468,0.41541703,0.12890923,0.14990279
"40",0.89295412,0.84630916,0.83559824,0.93711276,0.99116626,2.5218756,0.3699344,0.38841555,0.1350019,0.14913922
"41",0.86783015,0.89792271,0.85413539,0.92509528,0.97016716,2.3471795,0.36463358,0.37969516,0.13385119,0.1445314
"42",0.87812028,0.89175784,0.8656628,0.87544355,0.96585453,2.3266041,0.3444821,0.37017491,0.12789981,0.14528386
"43",0.86250651,0.8880747,0.83777148,0.89367203,0.93889622,2.4593917,0.30932752,0.3565131,0.12770336,0.14468124
"44",0.8908127,0.91750545,0.92371194,0.96334955,1.047767,2.2169939,0.24646581,0.41379565,0.11847559,0.13859965
"45",0.93578625,0.87309291,0.8783078,0.94120262,0.98243705,2.1164417,0.22770206,0.45484275,0.1218411,0.14424259
"46",0.93078282,0.91461549,0.9269434,1.0003653,1.0127545,1.9552081,0.26482295,0.44755997,0.13779227,0.14488688
"47",0.87739525,0.96302978,0.94195949,0.98316277,1.0367914,2.0925703,0.34092799,0.41296829,0.13125096,0.1406835
"48",0.9009188,0.96357199,0.91742008,0.95984951,1.0256102,1.4903587,0.36349606,0.39828798,0.12029557,0.13776774
"49",0.89364172,0.96852856,0.92670229,0.95461441,1.0298136,1.5420575,0.34520674,0.39352824,0.12285788,0.13660734
"50",0.89180506,0.96993451,0.96985357,0.97212286,1.0530737,1.7910533,0.41187148,0.36087082,0.13064154,0.13597159
"51",0.89827228,0.88913475,0.96094203,0.93094843,1.0350858,1.9004564,0.37757609,0.37117807,0.12942572,0.13256767
"52",0.91224795,0.94612331,0.9825959,0.97546008,1.0522082,1.8251483,0.33311462,0.3428977,0.12463879,0.1347241
"53",0.87904822,0.9492365,0.92757547,0.93830147,0.99927785,1.9329508,0.28285559,0.38264385,0.12655545,0.13401279
"54",0.88147144,0.91567612,0.94886608,0.94287802,1.0124543,2.2017197,0.25994547,0.385333,0.12358189,0.13518235
"55",0.82157681,0.92111207,0.92484739,0.94423349,0.94356037,1.8490584,0.24979297,0.45759485,0.11915374,0.13362033
"56",0.82534665,0.92305065,0.92338644,0.94489049,0.94759688,1.8463551,0.25342199,0.45799473,0.11870818,0.1349157
"57",0.87012112,0.91591083,0.91524097,0.95074097,0.98100101,2.0132377,0.23366171,0.43713955,0.11788954,0.13987815
"58",0.88037293,0.92633939,0.91302207,1.0025031,1.0402299,1.9147138,0.19173718,0.46310667,0.11763748,0.13990789
"59",0.95476029,0.95093998,0.9687472,0.94125881,1.0704467,1.6856324,0.21584491,0.43639815,0.11331215,0.13487942
"60",0.91792153,0.90268985,0.95962716,0.99923078,1.0629108,1.7489409,0.26177336,0.41199663,0.11549181,0.13955313
"61",0.8832325,0.8919053,0.93466518,0.91655161,0.9811555,2.0401266,0.18177558,0.37469822,0.12900841,0.13203595
"62",0.89812112,0.83359308,0.96389698,0.96914428,0.99924489,1.9955645,0.14513278,0.36944699,0.12740658,0.12562649
"63",0.87840516,0.93092769,0.92450215,0.95424486,1.024945,1.7374017,0.18432388,0.36134244,0.12967227,0.12666573
"64",0.9334576,0.91588921,0.91064968,0.98636193,0.99318643,1.8119597,0.20239567,0.381876,0.12761027,0.12755846
"65",0.89803771,0.9157865,0.9753682,0.97133316,1.0110139,1.5607122,0.13623303,0.35693588,0.12938991,0.13048365
"66",0.94869803,0.91820348,0.98622051,0.96971422,1.0444671,1.6276537,0.13790031,0.36547342,0.13277139,0.13118786
"67",0.96238052,0.93491228,0.9902788,0.95934276,1.0683796,1.5512651,0.17649386,0.36916048,0.13359647,0.13190551
"68",0.95842435,0.92649515,0.9916885,0.94585717,1.0718905,1.7387346,0.14571162,0.37107454,0.1314718,0.13251111
"69",0.90025799,0.88640036,0.9577749,0.96787463,1.0236257,1.6613821,0.20729598,0.39979595,0.1307278,0.13415321
"70",0.86775691,0.84305552,0.84420555,0.9540569,0.99243235,1.9828084,0.1726213,0.41309916,0.12366304,0.12997132
"71",0.84835624,0.85634569,0.84218073,0.9668753,0.98899733,1.960686,0.1545189,0.4112902,0.12241437,0.1285158
"72",0.95010794,0.97321823,0.88032308,0.90327586,1.0729861,1.9498918,0.19174672,0.38838181,0.12770009,0.12963437
"73",0.92707246,0.89809731,0.96275026,0.89783624,1.0602121,2.0273022,0.23643709,0.36808145,0.13032992,0.12742688
"74",0.89968669,0.92566349,0.89194714,0.94490508,1.0438875,2.2508275,0.28543287,0.35227237,0.13184386,0.13347043
"75",0.87085531,0.89585437,0.95695195,0.94826292,1.0353336,2.2298316,0.2756104,0.39663847,0.13544788,0.13426398
"76",0.847929,0.9298792,0.91592732,1.0006892,1.0723651,2.2042319,0.31019181,0.3976401,0.13683999,0.13505013
"77",0.83165172,0.94282767,0.93477009,0.97482164,1.1020539,2.2065697,0.28706027,0.39421137,0.14506749,0.13583678
"78",0.86792975,0.94761284,0.92757,1.03391,1.0192288,2.1381976,0.27048178,0.39091087,0.14193832,0.13698214
"79",0.88523494,0.86129917,0.88808578,0.96641335,1.0028315,1.8859451,0.28157778,0.38835638,0.13563645,0.13772274
"80",0.90992587,0.92524483,0.90132155,0.94574271,0.96298927,1.7814392,0.23902126,0.34335577,0.12631242,0.13438139
"81",0.82260684,0.92095226,0.92504604,0.99044172,1.0203132,1.7873256,0.27874665,0.36383334,0.13006748,0.13967906
"82",0.82973185,0.92709211,0.86880906,0.87356442,0.99060596,1.9564964,0.21758039,0.37535862,0.12887664,0.13279673
"83",0.90723138,0.88613302,0.9177344,0.96315654,1.0033391,2.2238964,0.16907756,0.34666055,0.13595668,0.13087603
"84",0.91636506,0.89883402,0.90288848,0.96375926,0.98961866,2.1785557,0.15687237,0.34493305,0.13560427,0.12882984
"85",0.86734006,0.88332637,0.89851735,0.90968559,0.98472261,2.5476636,0.14964087,0.34129902,0.13458068,0.13224184
"86",0.91915748,0.92678538,0.92539767,0.99180397,1.0009466,2.3817566,0.15638164,0.40675563,0.14186044,0.13727093
"87",0.93655191,0.92806678,0.91597266,1.0050974,0.96900316,2.4498202,0.11742353,0.40368374,0.13541541,0.13438218
"88",0.95950903,0.89047092,0.92448983,0.93480188,1.0009578,2.3245411,0.18802019,0.43885932,0.13462944,0.13038276
"89",0.86227647,0.84634911,0.9089375,0.92138546,0.95117621,2.4388926,0.16717086,0.46120727,0.1370086,0.13465271
"90",0.93682425,0.92372251,0.94854633,0.94148049,1.0294625,2.3479584,0.19229993,0.45780832,0.14356169,0.13387886
"91",0.90469654,0.93283879,0.90664797,0.9381608,0.99446677,2.38708,0.17077567,0.45290108,0.14684348,0.13682819
"92",0.93393936,0.90796047,0.93229921,0.93359946,0.98419912,2.4297368,0.22392193,0.46363936,0.14019162,0.13196929
"93",0.92229007,0.93691696,0.93445932,0.94814861,1.0234126,2.4198415,0.21867353,0.43241879,0.13542488,0.13490732
"94",0.86673002,0.88318833,0.89731259,0.9495872,1.0149808,2.316133,0.24489832,0.41648794,0.13004375,0.1294548
"95",0.86898513,0.9098093,0.90097722,0.93801744,0.97403072,2.3191193,0.20666263,0.43784943,0.13946527,0.13093481
"96",0.92298948,0.92691446,0.9836019,1.0365061,1.0299063,2.2844224,0.17280937,0.39780164,0.1631452,0.12430696
"97",0.84636614,0.84265366,0.90251653,0.85873578,0.97688032,2.305727,0.26808269,0.39115505,0.16769147,0.12931442
"98",0.86431647,0.86587218,0.89386264,0.95442933,0.97477858,2.2809945,0.27756823,0.40606943,0.166287,0.13392409
"99",0.90571224,0.9268969,0.99454719,0.99275161,1.0262659,1.8657362,0.32197719,0.37156551,0.14165704,0.13276285
"100",0.87648434,0.92640691,0.92148976,0.93371328,1.0276332,2.2373255,0.32961676,0.34292534,0.12653831,0.13321981
"101",0.8772214,0.87722964,0.88128382,0.98758924,1.0314377,2.1749586,0.29035742,0.3576205,0.12986165,0.13361842
"102",0.8778997,0.95015032,0.92822205,0.97966827,0.99184039,2.259801,0.30746211,0.34567074,0.14002235,0.13710207
"103",0.90806093,0.89097197,0.91175753,1.0144029,1.0198255,2.2883892,0.22847882,0.34087276,0.1416305,0.14107985
"104",0.91242121,0.94063683,0.9389771,0.97734157,1.0136337,2.1421373,0.2626189,0.33259028,0.14434231,0.14146929
"105",0.88870091,0.90121361,0.8767527,0.9238463,1.0067876,2.5467557,0.2272503,0.34279215,0.1335416,0.1402505
"106",0.80241575,0.87408117,0.90109547,0.95813231,0.98186933,2.39257,0.23886947,0.34330299,0.12435969,0.13824539
"107",0.78834263,0.8708979,0.98049993,0.87526321,0.95617756,2.658051,0.17220811,0.33162339,0.11769666,0.13857527
"108",0.86083293,0.89849869,0.90151663,0.93774781,1.0014693,2.6070647,0.25802509,0.36173413,0.12578525,0.13962223
"109",0.95810688,0.96783374,0.9736609,0.89503395,1.053985,2.1178596,0.24512469,0.39386221,0.11142817,0.14823059
"110",0.96069303,0.92702349,1.039925,1.0484041,1.0652712,2.3728502,0.27003016,0.4206989,0.11675456,0.14396492
"111",0.95029066,0.93690531,1.0152097,1.0331259,1.0608281,2.4433714,0.25174972,0.45141378,0.11771734,0.14237533
"112",0.98136777,0.94592064,0.98360474,1.0764987,1.0281246,2.4212096,0.27062877,0.43119678,0.1176482,0.14127767
"113",0.87561783,0.90645436,0.93000953,0.9955176,1.0387074,2.0169738,0.24554625,0.40163615,0.10421125,0.14337559
"114",0.86887962,0.91562891,0.90910809,0.98582808,1.0375341,2.1766228,0.28935435,0.36853344,0.10271138,0.14501498
"115",0.87208366,0.8959578,0.90113461,0.9673647,1.0165056,1.9961262,0.21921531,0.35876218,0.10951558,0.14151423
"116",0.90653021,0.88769502,0.8249595,0.96060756,0.96804133,2.0342062,0.17268575,0.37658039,0.10493041,0.14473134
"117",0.96160712,0.93568408,0.88448196,0.93686656,1.0096981,1.7419293,0.17256858,0.36524377,0.10817344,0.14534877
"118",0.79569298,0.88654385,0.89404585,0.92281549,0.98218698,1.8330829,0.23787219,0.34972146,0.10896214,0.14116575
"119",0.88682066,0.9339651,0.9568093,0.9343483,1.0199071,2.054583,0.26257707,0.40864971,0.11160231,0.13159327
"120",0.8456397,0.87340153,0.93795519,1.0096725,0.97869478,1.9577093,0.27605728,0.43338144,0.12256226,0.13643448
"121",0.85494917,0.91570781,0.96316871,0.94055111,1.06145,1.9761208,0.2285951,0.4591533,0.11766432,0.13678963
"122",0.84673362,0.89374703,0.91562836,0.9665923,1.0082011,2.2496771,0.2827903,0.45206183,0.1186058,0.13244305
"123",0.85377392,0.86647814,0.88859593,0.95561653,1.0372203,2.1989439,0.24689474,0.46275931,0.12794394,0.1300305
"124",0.86221721,0.88908284,0.9099089,0.96988363,1.0438979,2.1173515,0.1920156,0.47479532,0.1275091,0.1303998
"125",0.84954371,0.92704586,0.89325375,0.93744385,1.0316251,2.1822528,0.24098877,0.45493164,0.12426705,0.13149748
"126",0.84141873,0.87294154,0.88872273,0.98327552,0.96209855,1.9964146,0.24018136,0.39156217,0.11664298,0.13514628
"127",0.8791978,0.8878198,0.82850637,0.97524661,0.98680166,2.0792138,0.25992018,0.38917215,0.10730782,0.13836129
"128",0.84498612,0.87673152,0.86460323,0.98492072,0.95039172,2.1480708,0.30139453,0.33554811,0.11080842,0.14088423
"129",0.87257837,0.89795916,0.8984354,0.9398703,0.98178267,2.1676953,0.32253312,0.36439102,0.11446461,0.1406532
"130",0.89045791,0.88257496,0.88110409,0.91461518,1.0081494,2.0446456,0.36349416,0.36674393,0.12101985,0.13446035
"131",0.89235874,0.89706968,0.87966933,0.93208877,0.99089209,1.980858,0.38729145,0.35944334,0.13121646,0.13160788
"132",0.86865874,0.8877185,0.89196728,0.9990456,0.953921,1.9974236,0.38606435,0.3644685,0.12907827,0.13174134
"133",0.9123289,0.88889149,0.92210536,0.94958268,1.004668,1.8712535,0.44744431,0.37679599,0.13698629,0.13034788
"134",0.88593704,0.89183651,0.95747193,0.88241485,0.97162296,1.8961756,0.34108055,0.35461777,0.11695238,0.12609056
"135",0.96972118,0.86914944,0.93861192,0.98579086,1.0812828,2.1564496,0.24791026,0.36032659,0.1269191,0.12868894
"136",0.89616066,0.85754228,0.96965724,0.89517131,0.9390987,2.0308752,0.2630812,0.37414373,0.12683217,0.12966338
"137",0.91068709,0.92475051,0.95176353,1.0115576,1.0142065,1.996866,0.2129733,0.38497104,0.12248033,0.1293089
"138",0.88545514,0.96213151,0.91511438,1.0057936,1.044843,2.3400737,0.11818733,0.37977584,0.12736336,0.12632247
"139",0.91305792,0.93425809,0.94434567,1.0330089,1.067292,2.3602023,0.083463517,0.36767015,0.12730818,0.12682869
"140",0.83443361,0.91715785,0.92122326,1.0027751,1.0167399,2.4722606,0.10982272,0.37259871,0.13506334,0.12687748
"141",0.86673371,0.89680364,0.88412589,0.94210634,0.98974881,2.4752109,0.21758595,0.33984123,0.12920083,0.12807531
"142",0.85627313,0.90771589,0.89595693,0.95729294,1.0084575,2.4716801,0.20231567,0.35022058,0.12872482,0.12717427
"143",0.85354847,0.93779391,0.89625843,0.98350186,0.97110066,2.4659826,0.2201049,0.37766763,0.13063036,0.1232938
"144",0.90235275,0.86734074,0.88652701,0.94047016,1.0425592,2.623443,0.14660215,0.38395743,0.12921756,0.12454676
"145",0.89307024,0.88921763,0.9102319,0.88790367,0.99023679,2.426749,0.14626046,0.4217388,0.1333008,0.12143862
"146",0.87530362,0.88189865,0.90367968,0.89357114,1.0302811,2.4426334,0.17030303,0.43912987,0.13625607,0.12373221
"147",0.90126478,0.87133195,0.93381515,0.99133891,1.0280064,2.3907053,0.23700928,0.4133596,0.14273323,0.12591972
"148",0.8631557,0.88272381,0.91401262,0.96855842,1.0053026,2.8260525,0.28931614,0.34205551,0.13939569,0.13676015
"149",0.86803217,0.90606908,0.87888129,0.96923175,1.0264409,2.6688693,0.27918489,0.35114219,0.13855327,0.13828195
"150",0.86843245,0.90928511,0.92755847,0.9652418,1.0040913,2.8152431,0.22293263,0.36600766,0.11486821,0.14691533
"151",0.86199044,0.97569843,0.92745473,0.96971738,1.0358974,2.6573492,0.22214689,0.35057878,0.12148955,0.14601228
"152",0.93761936,1.0012147,0.9464549,0.99994364,1.0446247,2.462559,0.19627688,0.37004745,0.12477573,0.14343223
"153",0.84807309,0.94220745,0.94724406,0.97869005,1.0206336,2.3426186,0.23385165,0.34882995,0.12329967,0.14388045
"154",0.87410756,0.94749096,0.9564033,0.96757079,1.0127213,2.4498484,0.24813513,0.36087648,0.12418817,0.14344944
"155",0.87336323,0.97841758,0.95388749,0.9914369,1.0323804,2.3683586,0.21590405,0.3500684,0.12033079,0.14451894
"156",0.91852464,0.92873359,0.92755409,1.0012276,1.0438289,2.4376314,0.31083343,0.33699433,0.1139116,0.14474572
"157",0.88532336,0.94551302,0.9242026,0.95289836,0.94753317,2.4610788,0.32694549,0.31235539,0.11799857,0.13538054
"158",0.86344876,0.86276725,0.91246424,0.97323732,1.0336516,2.5029979,0.18629419,0.31746683,0.10680563,0.12873862
"159",0.88688762,0.89931717,0.9156117,0.94528885,1.0140835,2.4628595,0.16766303,0.3169426,0.10515339,0.12908957
"160",0.87262891,0.89711065,0.92684681,0.93053693,1.0253836,2.5308768,0.16623805,0.33301181,0.10431499,0.13025714
"161",0.8851187,0.9184333,0.98070847,1.0578681,0.98948014,2.32538,0.20160049,0.37683809,0.098755427,0.13870178
"162",0.87840798,0.88759142,0.92456368,0.91840055,1.0160804,2.3425856,0.1959102,0.38947395,0.11229441,0.14486084
"163",0.88359883,0.91132755,0.89616786,0.89867156,1.0157622,2.2848615,0.16811306,0.40958849,0.11098582,0.14053525
"164",0.92054847,0.92201418,0.92481239,1.0194262,1.0021604,2.1637232,0.23465617,0.38717255,0.1069941,0.14533888
"165",0.83179889,0.89541919,0.89109412,0.88951526,1.002736,2.4353578,0.26018252,0.37155436,0.10509827,0.14709431
"166",0.87832794,0.89268182,0.89953655,0.92896621,0.9773231,2.3834401,0.27144571,0.40648806,0.1038373,0.14641477
"167",0.85744329,0.89460533,0.90503479,0.92111647,0.96795627,2.5451723,0.27726561,0.40582073,0.10762302,0.1431961
"168",0.88192074,0.8905321,0.89136441,0.87546672,1.0057744,2.4706588,0.22870611,0.40907923,0.10748816,0.1458149
"169",0.89540101,0.91795554,0.90100073,0.89687896,0.95986298,2.4286398,0.25258202,0.45075966,0.11130994,0.13879444
"170",0.89645275,0.91307765,0.89991811,0.89472308,0.95849519,2.4138156,0.25748585,0.44883925,0.11210755,0.13962274
"171",0.8839733,0.91632813,0.89052177,0.90805505,0.96251869,2.4362439,0.26576254,0.43584855,0.11361874,0.13992496
"172",0.88777168,0.92628931,0.96992685,0.96332842,1.0137904,2.0606442,0.27537935,0.44191085,0.10770676,0.1392259
"173",0.85161691,0.90645646,0.9573977,0.92089193,1.0005004,2.3283385,0.25841907,0.432912,0.10601519,0.14079356
"174",0.85180707,0.85135777,0.94560133,0.9159504,0.99989893,2.4032641,0.23229938,0.44711427,0.10830905,0.14135242
"175",0.86838715,0.8861354,0.92075096,0.87854184,0.98591423,2.4792322,0.20566875,0.47465213,0.11129454,0.13465654
"176",0.86427337,0.88706019,0.92161188,0.87958201,0.9870013,2.3838148,0.19794776,0.46944498,0.11112706,0.13595874
"177",0.86748778,0.88752278,0.92034373,0.8767503,0.98970992,2.4129074,0.22390848,0.47304338,0.11024308,0.13424318
"178",0.84147196,0.87264124,0.92727301,0.83177678,0.942275,2.5148958,0.2023108,0.41923758,0.11804452,0.13579841
"179",0.89334701,0.89926542,0.99118283,0.95691071,0.96898302,2.7918276,0.238335,0.41310156,0.11645882,0.13399708
"180",0.90298776,0.89945302,0.94760237,0.93563409,1.0210251,2.7245588,0.26120375,0.41021826,0.12073096,0.13788032
"181",0.88167216,0.94439428,0.9052415,0.90041798,1.0347888,2.3425311,0.27856057,0.44272969,0.12213666,0.14337507
"182",0.88722995,0.97460932,0.98072395,0.96939465,1.0004978,2.4020045,0.26010216,0.46756125,0.11034483,0.14499599
"183",0.87029404,0.89136079,0.90205765,0.96213739,1.0411176,2.4573046,0.26251263,0.42848366,0.11130881,0.14306211
"184",0.84070507,0.87365063,0.8342372,0.92361342,0.93491972,2.474488,0.35806027,0.354286,0.10795454,0.14304287
"185",0.8435664,0.93550208,0.9529234,0.94619327,1.0372685,2.3332905,0.36548036,0.35897445,0.11502068,0.14925019
"186",0.79758207,0.89897035,0.85553321,0.88027394,0.99667383,2.8782675,0.36875239,0.32446966,0.13014804,0.14831634
"187",0.79985084,0.89867276,0.85339573,0.88181986,0.99480006,2.8939769,0.37435413,0.31627946,0.13302989,0.14882739
"188",0.90880086,0.92049472,0.90834206,0.93345009,0.98150276,2.6778633,0.35262027,0.33539038,0.13414527,0.14959244
"189",0.96305185,0.92869007,0.94218741,0.94847946,1.0481555,2.6782517,0.39108074,0.31215758,0.12926982,0.14503499
"190",0.96528807,0.97004881,0.93823907,0.96205083,1.0376542,2.6773166,0.3967787,0.33054123,0.12061087,0.14363411
"191",0.88501759,0.91036937,0.90320893,0.96182388,1.0431928,2.9093835,0.40158063,0.32142857,0.12480957,0.14773996
"192",0.89719699,0.9126694,0.91561149,0.96664986,1.03684,2.8236852,0.40780542,0.33515985,0.12591812,0.14765935
"193",0.89388443,0.92744457,0.93102289,0.95163746,1.0279908,2.8355409,0.49379066,0.32801326,0.12702037,0.14916971
"194",0.90433385,0.92091227,0.97259344,1.0341816,1.0200483,2.5318332,0.42107657,0.35906247,0.11671442,0.14831955
"195",0.91724722,0.92024038,0.97979446,1.0199726,1.0391396,2.6227362,0.42039567,0.34643134,0.11865006,0.14635462
"196",0.93596685,0.86315465,0.97042782,0.953492,1.0585449,2.7297772,0.32159869,0.34712516,0.11715198,0.14711103
"197",0.93457824,0.91122644,0.99854233,0.9923633,1.0673326,2.6292979,0.32900265,0.36944701,0.12121907,0.15069958
"198",0.88098301,0.91100648,0.88551288,0.97947722,0.99048037,2.6091255,0.26726045,0.37316985,0.1139293,0.14327333
"199",0.89192014,0.90905455,0.9254664,0.93776964,1.0023685,2.5470169,0.2791046,0.36608713,0.11617205,0.14172883
"200",0.89972044,0.92039269,0.93516406,0.9615423,1.0829088,2.3921673,0.28589311,0.40048376,0.11565609,0.14404519
"201",0.86620765,0.95660231,0.92039727,0.92540566,1.0313597,2.1693144,0.29192187,0.39715741,0.1196216,0.14954416
"202",0.87383544,0.92379951,0.90741235,0.95661837,0.97484706,2.3759436,0.28458631,0.41226366,0.11523392,0.15032924
"203",0.84927083,0.9220574,0.88924912,0.96632807,0.97828716,2.2478103,0.30762323,0.41257924,0.11014058,0.1431517
"204",0.88485159,0.92170275,0.92199148,0.96210638,1.0213383,2.2107822,0.26701678,0.41639644,0.11156756,0.14710295
"205",0.91974958,0.90710522,0.95683956,1.0081788,1.0225153,2.3487282,0.28911781,0.42475327,0.10124586,0.14891668
"206",0.90943043,0.91492122,0.88166314,0.98917737,0.99616676,2.394095,0.30302077,0.4238726,0.10323544,0.15103313
"207",0.91289447,0.9076868,0.91348944,1.0137399,1.0070368,2.5521369,0.27173851,0.40999662,0.092071306,0.14939281
"208",0.87577127,0.89807342,0.903655,0.9562831,0.9700552,2.3366848,0.29460823,0.43784152,0.11194527,0.14663144
"209",0.86765249,0.84322496,0.89402847,0.86805271,0.95776794,2.946808,0.29103244,0.41623951,0.10998917,0.1411963
"210",0.84747318,0.92439407,0.97748575,0.97113456,1.0390314,2.7262319,0.17685627,0.3811893,0.1088307,0.1416039
"211",0.84438295,0.93655129,0.90346095,0.97786311,0.99038423,2.6367916,0.17260241,0.35737436,0.11009519,0.14189768
"212",0.8376599,0.90737005,0.92617122,0.92763674,0.98936839,2.5912911,0.19421476,0.35748891,0.10819711,0.14387592
"213",0.89304877,0.91513448,0.89208624,0.94756664,1.0232419,2.5298589,0.17302331,0.34554321,0.11155082,0.13729568
"214",0.90758559,0.89533397,0.92904414,0.92885958,0.98420659,2.6415333,0.18483975,0.34521272,0.10912553,0.13331943
"215",0.87540414,0.92766237,0.91004293,0.9394739,0.99615835,2.7616462,0.20311927,0.33479131,0.11676482,0.13306783
"216",0.91468279,0.89826591,0.91699164,0.95661108,0.98720453,2.431645,0.17205973,0.35354957,0.10491801,0.13200198
"217",0.84243503,0.88893804,0.96755386,0.9494619,0.99188014,2.3473555,0.19129284,0.36335178,0.1003966,0.12879598
"218",0.86266849,0.87038438,0.92001417,0.94359863,0.99290591,2.0050837,0.25963185,0.39068002,0.10559472,0.13104593
"219",0.8688912,0.88369815,0.88709538,1.0336555,1.022648,2.442811,0.23083078,0.37096152,0.11248472,0.12419223
"220",0.89719002,0.95145407,0.9261986,0.96619132,1.0098562,2.0563637,0.20655841,0.34321289,0.11830734,0.12471014
