"","mu_w1","mu_w2","mu_w3","mu_w4","mu_w5","mu_alpha","mu_beta","mu_a_infl","mu_b_infl","mu_sigma_infl"
"1103",0.86495511,0.90312483,0.9023073,0.96753326,1.083016,2.2547297,0.2004575,0.351175,0.12155215,0.13241763
"1104",0.9076215,0.88580542,0.94567448,0.99331981,0.96314249,2.2086719,0.23137421,0.37061825,0.12396257,0.13219379
"1105",0.85953706,0.89454771,0.88600335,0.91867413,0.9806009,2.5162423,0.25603587,0.35934956,0.13551425,0.14249033
"1106",0.88624941,0.87722551,0.92432231,1.0049095,1.0654298,2.2445587,0.35264218,0.39916735,0.14018856,0.14338329
"1107",0.91345808,0.91637978,0.980015,0.89997722,1.0139917,2.2752881,0.29328354,0.47212673,0.14134222,0.14075542
"1108",0.87812089,0.9175191,0.8843559,0.98067632,0.98825383,2.8163841,0.3758789,0.39818588,0.13791749,0.14856121
"1109",0.84342525,0.91014878,0.86115133,0.94920115,0.99220092,2.5538454,0.37906043,0.43980858,0.12627119,0.14044279
"1110",0.93526362,0.90703937,0.99459668,0.98252711,1.0128281,2.3255832,0.14331564,0.39676768,0.11486928,0.13266011
"1111",0.85743188,0.89464777,0.88593157,0.96336208,0.99880777,2.8520839,0.34181896,0.40001345,0.12040436,0.14512625
"1112",0.87973324,0.90454586,0.94535196,0.95275071,0.9995621,2.4541545,0.35291676,0.38728464,0.12198165,0.14231219
"1113",0.90670397,0.89417202,0.93996461,0.91397085,0.97894938,2.5171326,0.29281425,0.37686434,0.12063218,0.14300282
"1114",0.95567963,0.91402539,0.98050165,1.0329391,1.0800291,2.5040932,0.26132719,0.39888908,0.12471876,0.1425518
"1115",0.87484348,0.91699389,0.98396953,1.0355187,0.98723871,2.5446016,0.30244038,0.40880143,0.13175836,0.14331717
"1116",0.90567091,0.9569109,1.0080055,1.0248926,1.0451663,2.3354777,0.27215629,0.41871613,0.12572371,0.13936638
"1117",0.87462164,0.82464946,0.84886652,0.91543673,1.0194629,2.4497628,0.27956468,0.33715565,0.096140644,0.12933691
"1118",0.83520464,0.93128573,0.98473837,0.99020284,0.98928792,3.0120268,0.26032132,0.38112373,0.10474723,0.13018334
"1119",0.9111669,0.91511389,0.96423046,0.99354202,1.028793,1.9286237,0.26022943,0.34799154,0.14468483,0.15645525
"1120",0.8780386,0.89829076,0.87707869,0.88304619,0.93843642,2.1033157,0.32357367,0.3902243,0.12343874,0.15709175
"1121",0.92677416,0.88761955,0.91109026,0.95300628,0.97088188,1.8400894,0.29998894,0.35683158,0.11533473,0.15786712
"1122",0.87866049,0.87433603,0.94002161,0.91100761,0.92863045,1.9026518,0.32631615,0.34623722,0.11975769,0.15545752
"1123",0.88836577,0.90451107,0.88341142,0.93211555,0.96338069,2.2875991,0.29771531,0.35492709,0.1126125,0.15505329
"1124",0.93185021,0.93377664,0.87251019,0.96292406,1.0292295,2.3605014,0.25867848,0.36533058,0.11321173,0.15645027
"1125",0.81191095,0.885039,0.885277,0.94787508,0.98170061,1.9285425,0.29311107,0.37477671,0.12320776,0.15482883
"1126",0.83199697,0.87118651,0.92928067,0.96811161,0.97366177,1.8680393,0.31184903,0.34694964,0.13018289,0.15266591
"1127",0.82994349,0.91068397,0.94513564,0.92414961,0.95615578,2.0758728,0.2910814,0.33394193,0.12861835,0.15258426
"1128",0.86738452,0.84517174,0.91403318,0.99264753,1.0448281,1.8611036,0.26713909,0.32308226,0.12915195,0.14870718
"1129",0.88302713,0.87310381,0.90627087,0.98940899,1.0409129,1.8608836,0.30189947,0.31868769,0.13309843,0.14897246
"1130",0.87822274,0.91250215,0.91462515,0.95230855,1.0165478,2.0471068,0.29087387,0.27902559,0.13050251,0.15663456
"1131",0.90948769,0.91292593,0.88751296,0.93138991,0.9983839,2.0125665,0.30175319,0.30508976,0.12782583,0.15405206
"1132",0.89132805,0.87730618,0.87196973,0.94468574,0.97018375,2.1370377,0.29957819,0.28361678,0.1158465,0.15041073
"1133",0.88864125,0.9054654,0.89598071,0.93155713,1.0002556,2.1188119,0.30813791,0.30124168,0.11432947,0.14715922
"1134",0.86595274,0.88540606,0.97511451,0.94438016,0.99613681,2.1333669,0.26132768,0.30970484,0.12939976,0.15049244
"1135",0.91473157,0.92094603,0.90622924,0.94938077,0.98879697,2.0086254,0.29654717,0.29132781,0.1334813,0.1511718
"1136",0.89623647,0.86472027,0.84667934,0.971151,0.97430271,2.106416,0.27443403,0.31346461,0.12615283,0.14825963
"1137",0.85863938,0.91798921,0.92500779,0.96681481,1.0073786,2.2718892,0.28305593,0.28780041,0.11179917,0.15162759
"1138",0.93669774,0.96395055,0.95687792,1.0243962,1.0494422,2.2896445,0.26961531,0.29374319,0.11304882,0.15638691
"1139",0.93856185,0.97425642,0.98162327,1.0249338,1.004892,2.3004303,0.24056047,0.31136106,0.11141596,0.15137393
"1140",0.80897494,0.85829515,0.85366798,0.90702403,0.97391964,2.2896546,0.28517506,0.35807136,0.09889255,0.14916492
"1141",0.8730298,0.87266571,0.91093961,0.93012922,1.0103539,2.0711949,0.2494187,0.3721505,0.10745645,0.14848774
"1142",0.88070851,0.8654294,0.91612816,0.93956097,1.0052575,2.2877447,0.2623335,0.36899584,0.10609574,0.14948717
"1143",0.81940479,0.93731629,0.92073797,0.97132199,0.95522452,2.3132448,0.22561006,0.42837179,0.099265166,0.14454283
"1144",0.85340998,0.99985679,0.96942298,0.97256097,1.0853825,2.4028726,0.14867564,0.38592366,0.10377664,0.14625419
"1145",0.89885059,0.97590688,0.94161114,0.98271683,1.0323722,2.3258256,0.17024961,0.36508968,0.087690421,0.14674245
"1146",0.87051472,0.98263621,0.91488434,0.97597798,1.0452975,2.3893128,0.18837138,0.36221849,0.099065928,0.14662665
"1147",0.90600566,0.83377763,0.8955834,0.94785594,0.99606581,2.5744972,0.18781656,0.37141419,0.10302534,0.15018991
"1148",0.90349803,0.85764067,0.94467055,0.99149604,0.95268315,2.7162093,0.17870943,0.35777747,0.1064268,0.14905382
"1149",0.88685668,0.9276177,0.97046361,0.961168,0.97723834,2.5698543,0.2145439,0.38063944,0.13108962,0.14596506
"1150",0.8427487,0.91754307,0.92772879,0.96815,1.009797,2.3249212,0.28110583,0.38016952,0.12873021,0.14143003
"1151",0.80643256,0.94456985,0.94095751,0.95768963,0.98544082,2.4485078,0.22487059,0.34695373,0.13790232,0.14143498
"1152",0.90965073,0.85855964,0.89017395,0.92857224,0.96104591,2.52612,0.33547996,0.37198479,0.14991115,0.1404695
"1153",0.84159622,0.86775229,0.94700707,0.87225791,0.9872009,2.3014406,0.29641895,0.34645065,0.15038235,0.13679485
"1154",0.84788035,0.93799086,0.95272094,0.96094191,1.0227252,2.1887148,0.38549464,0.33195025,0.15293768,0.13644439
"1155",0.92800897,0.87075922,0.92041697,0.91115245,0.96754751,2.6191051,0.36352193,0.34542806,0.13673946,0.13693602
"1156",0.90462334,0.83852522,0.89297773,0.91937944,1.0332386,2.2760671,0.41638394,0.38133445,0.14625701,0.13379283
"1157",0.9094061,0.88302902,0.94180756,0.91346483,1.020225,2.3277755,0.40393318,0.35684616,0.14132344,0.13389425
"1158",0.85942744,0.90331806,0.91303169,0.92507077,1.0037534,2.1379803,0.38518201,0.34318184,0.14876787,0.14278262
"1159",0.83948468,0.93691613,0.89867105,0.966154,0.9912914,2.0506144,0.38579608,0.32441612,0.14188668,0.13904252
"1160",0.85214864,0.90140992,0.93651975,0.91404063,0.93571682,2.0614331,0.35139348,0.36702681,0.12840315,0.13099673
"1161",0.94254322,0.92415529,0.91590021,0.99702147,1.0330678,2.2204949,0.40493964,0.25911202,0.096378652,0.12513248
"1162",0.83775583,0.91671094,0.95108216,0.96072934,1.0486262,2.3363979,0.3721842,0.23575199,0.097384741,0.1272973
"1163",0.82630727,0.872381,0.8980937,0.95749308,1.0085687,2.4399099,0.31108636,0.23602286,0.10136881,0.1285472
"1164",0.82979836,0.89481914,0.95312559,0.96200958,0.99789078,2.1275918,0.38994645,0.26636567,0.10164958,0.12758002
"1165",0.93840923,0.91486129,0.85826832,0.92324061,0.97147833,2.2870409,0.30054388,0.33259136,0.10450627,0.138529
"1166",0.92295976,0.86424312,0.93274862,0.93093259,1.0199905,2.2482376,0.34773364,0.31435671,0.11449906,0.13689182
"1167",0.85208432,0.90599836,0.93128128,1.002206,0.99838787,2.5250989,0.31589541,0.30955557,0.12022685,0.13779895
"1168",0.85374995,0.89737794,0.89770038,0.99368473,1.0200519,2.8525372,0.31697773,0.3080141,0.12040416,0.13893634
"1169",0.85083147,0.8533722,0.89497152,0.93021913,0.99229506,2.6811994,0.31332468,0.34080446,0.12191195,0.1363107
"1170",0.83814245,0.94488319,0.95286293,0.96847222,1.0087582,3.3440859,0.33232195,0.3508782,0.11774635,0.14382398
"1171",0.96524416,0.85091676,0.90400145,0.93612782,0.96183262,2.5708053,0.40000562,0.31565263,0.12985202,0.14079327
"1172",0.86936551,0.88944014,0.89600126,0.90304171,1.0170663,2.5791713,0.3478836,0.24310246,0.13530667,0.14213337
"1173",0.85463389,0.89741011,0.92209611,0.99663724,0.9750665,2.3674404,0.3200568,0.37271396,0.13432654,0.14983718
"1174",0.96895428,0.95055783,0.99461524,1.025778,1.0508466,2.6803545,0.27676606,0.41859334,0.1332638,0.14786104
"1175",0.85306865,0.89314933,0.89870436,0.94231384,0.99904889,2.2012762,0.28244836,0.45270836,0.12027617,0.14732743
"1176",0.82151865,0.90083882,0.94665914,0.9592658,1.062198,2.4008605,0.30484788,0.44095584,0.1227084,0.14770775
"1177",0.82867932,0.92489523,0.96017649,0.99147033,1.0428502,2.3759857,0.31105546,0.46294656,0.11898064,0.14831593
"1178",0.85946914,0.96313833,0.9707743,1.0050593,1.0381693,2.1087424,0.29963792,0.45798994,0.1030077,0.15150746
"1179",0.93852949,0.880453,0.93148061,0.96335629,0.96368147,2.3713788,0.31415667,0.46407516,0.11418954,0.14969713
"1180",0.97907069,0.89777247,0.91663264,0.97565153,0.97871082,2.1975816,0.31635068,0.47327342,0.11371376,0.15122028
"1181",0.86028996,0.94504674,0.89179775,0.98205201,1.0145244,2.2868989,0.26267913,0.46338801,0.1223885,0.14991888
"1182",0.86431321,0.84759792,0.92981819,0.95080387,1.0289047,2.7355507,0.34630379,0.36684279,0.10986257,0.14226853
"1183",0.85864607,0.88538417,0.95174562,0.98443105,0.96289501,2.5984064,0.38302967,0.39452449,0.11224842,0.1465042
"1184",0.90253215,0.8654743,0.87842226,0.93645899,1.0093802,2.6985091,0.361575,0.35153347,0.10527335,0.14214098
"1185",0.91616283,0.93310207,0.9678718,0.96869542,1.0380827,2.5040904,0.20346688,0.43952775,0.10903657,0.14267224
"1186",0.83191423,0.8603795,0.91223963,0.92842221,0.93564011,2.2984017,0.21539652,0.39831409,0.10588907,0.1452876
"1187",0.92666531,0.91443909,0.96532573,0.97077134,0.93993637,1.9483255,0.28198204,0.39021083,0.10905657,0.14708735
"1188",0.91558778,0.91190074,0.94042937,1.0117766,0.99841797,2.2379624,0.31356813,0.36088769,0.11395465,0.15311136
"1189",0.81552637,0.89649232,0.89975061,0.86752128,0.9130654,1.9708096,0.29804911,0.36991934,0.11603105,0.15396887
"1190",0.83303591,0.84646101,0.87126073,0.89067866,0.99740283,2.2737216,0.34478594,0.34036181,0.11654654,0.15192605
"1191",0.8587072,0.88168847,0.84061827,0.90775755,0.97120615,2.497553,0.38850041,0.39048324,0.11895609,0.1519052
"1192",0.85776706,0.95424792,0.94227191,0.98369882,1.0113486,2.1768934,0.27237495,0.36024659,0.107853,0.1569264
"1193",0.87351675,0.89217415,0.88884686,0.90541629,1.0015472,2.0085192,0.26151296,0.36741159,0.11277633,0.15192527
"1194",0.86480247,0.92772758,0.90782601,1.007399,1.0063039,2.1772736,0.2802302,0.3236538,0.096739737,0.14116692
"1195",0.92288286,0.95389341,1.0162413,1.0122739,0.99967518,2.0953541,0.21268068,0.32543658,0.087205805,0.14139099
"1196",0.90816832,0.93438367,0.94231533,1.0014407,1.0310529,2.4105068,0.23894063,0.3584562,0.093318693,0.14322833
"1197",0.96709362,0.96614988,0.99358617,1.0040759,1.0418794,2.1006946,0.23290336,0.35729091,0.099371808,0.14049174
"1198",0.93512862,0.94248332,0.95771757,1.0096371,1.0659291,2.1689214,0.19417249,0.34645881,0.10892631,0.14142649
"1199",0.85133087,0.86020901,0.88914579,0.90708694,0.9991405,2.0285905,0.18927439,0.38453072,0.11662792,0.13739245
"1200",0.88326472,0.90364451,0.94227778,1.0142159,1.020657,2.3711208,0.38245765,0.50669721,0.12685658,0.14669022
"1201",0.8983683,0.93383945,0.92749666,0.98217307,1.0236806,2.3121153,0.33325541,0.50407066,0.13119786,0.14675849
"1202",0.9155379,0.94852196,0.91685024,0.99656376,1.003201,2.4488082,0.27994809,0.48688672,0.13687686,0.15150558
"1203",0.8842872,0.86894338,0.88893034,0.9334684,0.99585468,2.8216273,0.29242094,0.42454925,0.12797566,0.13333352
"1204",0.86927639,0.90879857,0.92613141,0.95952862,1.016889,2.5450672,0.30269218,0.37605066,0.11565079,0.13093729
"1205",0.88338709,0.86369464,0.87146443,0.90633348,0.9502922,2.5977398,0.37669929,0.35019923,0.10786963,0.13126927
"1206",0.88534262,0.94513874,0.95486508,0.97976812,1.0128611,2.1976234,0.26229503,0.37274014,0.12235903,0.14453545
"1207",0.8798755,0.95056288,0.95843255,1.0083792,1.0440703,2.3014901,0.24887707,0.37596317,0.12313237,0.14424681
"1208",0.81356922,0.87866798,0.82933547,0.95260309,0.97857766,2.2007877,0.26892764,0.39363807,0.12502232,0.14195612
"1209",0.87889956,0.93449033,0.91204302,0.97102849,1.0451062,2.0136076,0.26576536,0.3857694,0.11158412,0.14081104
"1210",0.90852351,0.89886464,0.93629074,0.93898286,1.0142069,2.6102933,0.25592988,0.34067343,0.12200232,0.13778623
"1211",0.88980675,0.93276109,0.91510744,0.90979416,0.9949418,2.7983562,0.26170769,0.31341372,0.12120703,0.1363141
"1212",0.85863199,0.98424497,0.93266598,0.98161556,1.0364149,2.8784642,0.27348028,0.33639332,0.12209132,0.13615599
"1213",0.86618167,0.83132203,0.90578619,0.96578854,0.99834386,2.5769768,0.25071154,0.41720693,0.10935572,0.13562703
"1214",0.94901648,0.936503,0.98450903,0.9504522,0.98000316,2.6884178,0.22333659,0.45577773,0.12158305,0.1394426
"1215",0.85505062,0.91030531,0.884863,0.90197207,1.0003033,2.6530637,0.23855937,0.45295246,0.12061016,0.14016323
"1216",0.91393355,0.91671142,0.9476442,0.91164323,0.95151378,2.6372879,0.26420769,0.39870515,0.12491675,0.14358526
"1217",0.85161318,0.86542745,0.88080498,0.87304382,0.99887614,2.5975813,0.27898961,0.39428417,0.12683455,0.13725593
"1218",0.90849092,0.88991233,0.8960917,0.90369844,0.95239814,2.5977682,0.2512561,0.41973261,0.12752024,0.13757027
"1219",0.91497373,0.8701401,0.8997245,0.88686712,1.0315515,2.4212513,0.26989023,0.3942709,0.13984572,0.14861711
"1220",0.83386042,0.90491898,0.93983502,0.95048724,0.99256983,2.3879727,0.36651764,0.37764363,0.14404662,0.14272147
"1221",0.8582639,0.93471173,0.91600109,0.98077099,0.98282891,2.1579344,0.26232097,0.38015785,0.14244536,0.14016306
"1222",0.87592456,0.95405784,0.96387671,0.94972624,1.0052655,1.8341372,0.25447879,0.38075234,0.13649787,0.14290144
"1223",0.91518209,0.94418122,0.95177695,1.0463157,1.0212569,2.106834,0.25123375,0.3797229,0.13216561,0.14137635
"1224",0.91806054,0.91261849,0.98031226,0.98982113,1.0095128,2.0981124,0.2369823,0.36894148,0.13743951,0.13819895
"1225",0.84864454,0.90889394,0.86343576,1.0438304,0.98829053,2.1447511,0.22951123,0.3788597,0.12397704,0.13954183
"1226",0.8445029,0.89000306,0.91674904,0.92282716,1.0199843,1.9981545,0.27136497,0.37031742,0.12046962,0.13759155
"1227",0.8428391,0.85473734,0.87091984,0.94829666,0.94670533,2.0668859,0.31097038,0.37522014,0.12168009,0.14343886
"1228",0.9523849,0.93184051,0.96559906,0.99843897,1.057405,2.0194697,0.32555267,0.34325296,0.11511804,0.14337733
"1229",0.97800502,0.91757868,0.95891561,1.0246074,1.0449642,2.0240266,0.3311364,0.3425267,0.11658383,0.14544426
"1230",0.89259987,0.92121811,0.97955993,0.96464734,1.0643102,2.0236989,0.37104404,0.38058954,0.11615129,0.14390228
"1231",0.96756483,0.90858781,0.92467047,1.0261954,1.0116676,1.9509867,0.34753667,0.37360863,0.11194115,0.14550112
"1232",0.8400068,0.90629898,0.97720657,0.95758527,1.0516036,2.2656946,0.25422228,0.40322213,0.11902674,0.1516782
"1233",0.90292523,0.94775604,0.93670552,0.98786739,1.024328,2.2070308,0.2836188,0.39729091,0.11637482,0.14839277
"1234",0.93570275,0.86719621,0.90791022,0.91129007,0.99698284,2.0216614,0.3390356,0.4558147,0.11993156,0.15603084
"1235",0.89854634,0.93361163,0.89974042,0.94120455,0.97753908,1.7183347,0.33750034,0.44360296,0.12869972,0.14868836
"1236",0.92129302,0.9057973,0.99922506,0.99365481,1.0138469,1.8755076,0.40822937,0.43199295,0.1245892,0.1491572
"1237",0.89880208,0.92421811,1.0241323,0.97902012,1.0306673,1.8631004,0.40993,0.41853052,0.12412058,0.15113456
"1238",0.86023418,0.89629385,0.8379621,0.94370059,0.98661264,2.1487906,0.2807527,0.38963126,0.10098435,0.14286175
"1239",0.92018016,0.9119108,0.89439366,0.91960417,1.0165959,2.1802561,0.23478883,0.40057058,0.11766183,0.14707429
"1240",0.89937765,0.87608218,1.0080781,0.95320438,1.0062747,2.6893754,0.2232477,0.30565027,0.12249749,0.14374192
"1241",0.909797,0.8923259,1.0270107,0.95512022,1.0030461,2.6276858,0.21970484,0.28857344,0.12005959,0.14256906
"1242",0.90210476,0.91566001,0.99021939,0.96573626,0.99199618,2.671536,0.2116299,0.27505805,0.12285378,0.1389017
"1243",0.89106297,0.85477433,0.91927329,0.92786628,1.0260409,2.4466932,0.23280448,0.29084209,0.1153855,0.14022673
"1244",0.90227774,0.87796653,0.96916589,0.94087891,1.0192043,2.2194127,0.26452634,0.29162268,0.11476705,0.14125427
"1245",0.84021303,0.89301931,0.89107159,0.90830253,1.020096,2.4000674,0.26008243,0.26040767,0.11315643,0.1396635
"1246",0.91049416,0.85120486,0.94286251,0.98908253,1.0263818,2.0560844,0.23350701,0.2690956,0.11161848,0.13905856
"1247",0.86419473,0.92683366,0.96936425,0.98900163,1.0213606,2.3090726,0.21447621,0.29263835,0.11617565,0.13985389
"1248",0.90318833,0.86557771,0.88037864,0.9171386,1.0034195,3.212969,0.087289283,0.2921155,0.10081207,0.14700133
"1249",0.84786792,0.89385109,0.90340735,0.87228048,0.92323194,2.8233526,0.10857925,0.30097611,0.10787749,0.14728713
"1250",0.86673029,0.95392132,0.92645005,0.97087129,1.0336935,3.0467616,0.16625535,0.29807546,0.1157184,0.15193868
"1251",0.87176973,0.92531312,0.91711255,1.0214266,1.029912,3.1609273,0.16341663,0.30114548,0.10917941,0.15101641
"1252",0.86731054,0.92315946,0.92040165,1.0258681,1.0418796,3.1493072,0.16187175,0.29490062,0.10952011,0.15102444
"1253",0.79778166,0.87846045,0.90354138,0.97136304,0.95226599,3.3451901,0.19418938,0.35632684,0.11565136,0.14914234
"1254",0.73119267,0.89646495,0.86589079,0.96769941,0.9915043,3.2708337,0.18996722,0.37814106,0.11145666,0.15009741
"1255",0.74909976,0.86264553,0.88845955,0.96952204,1.0153856,3.1010882,0.18830047,0.39378239,0.11002037,0.14790743
"1256",0.84427364,0.798832,0.92372282,0.91165428,0.95339101,2.9589162,0.24620315,0.34389753,0.10857521,0.1476275
"1257",0.78051544,0.95631741,0.89473713,0.8942603,0.95553933,1.7665014,0.35558681,0.43730478,0.12419496,0.1359352
"1258",0.82295181,0.95754306,0.90710622,0.8946515,0.96694633,1.6323372,0.34243643,0.44037205,0.12807402,0.13790939
"1259",0.88398194,0.92092475,0.97680668,0.97529879,1.0445602,1.8116354,0.39233322,0.42209915,0.13136649,0.13973136
"1260",0.85993791,0.90499386,0.98306164,0.97123468,1.0635603,1.8108378,0.3791908,0.43750864,0.12688288,0.13718957
"1261",0.94484217,0.93057861,0.88795082,0.93526512,0.97559127,2.0312394,0.41962922,0.39525821,0.12114724,0.1394007
"1262",0.96786338,0.81388482,0.86932258,0.96234477,0.99437058,2.2618565,0.34593768,0.39239315,0.11698691,0.13582344
"1263",0.95265121,0.89723466,0.89630632,0.94359312,0.95398167,2.309995,0.33353897,0.40044852,0.11391735,0.13701245
"1264",0.86564011,0.98679758,0.913696,0.99038922,1.0530627,2.6216744,0.30626328,0.45496444,0.1372997,0.13862647
"1265",0.89666802,0.88596945,0.88157903,0.91116105,0.95366915,2.9233895,0.29966275,0.3958451,0.12595786,0.14083314
"1266",0.93439006,0.93455227,0.9236638,0.93956358,1.0176495,2.5498663,0.30110648,0.38633759,0.12952607,0.14044301
"1267",0.89298393,0.90448487,0.92883238,0.8693437,0.99510763,2.5007863,0.25618761,0.42432428,0.12828376,0.14231861
"1268",0.85381803,0.90862713,0.88398066,0.95333755,1.0024073,2.2332289,0.17894493,0.36034317,0.13155924,0.1538348
"1269",0.82330336,0.91951135,0.88541029,0.93352915,0.98050651,2.2815548,0.23427726,0.35370446,0.13311874,0.14974129
"1270",0.83027144,0.90664542,0.90458064,0.95496247,0.98598728,2.5364821,0.22680121,0.3540931,0.13587375,0.15065527
"1271",0.85907984,0.86023011,0.9280108,0.95372392,1.0246473,2.5589675,0.24947627,0.36075459,0.12071257,0.14875557
"1272",0.8932526,0.88023441,0.91499362,0.88247156,1.0231024,2.6847507,0.2615627,0.35347827,0.12343025,0.14510297
"1273",0.85352452,0.8549993,0.94579148,0.94231652,1.0147566,2.6201834,0.21593925,0.35129634,0.12538003,0.14591832
"1274",0.90198204,0.87759929,0.93852356,0.89004875,1.0199191,2.6415245,0.26115323,0.33581563,0.12241799,0.14530506
"1275",0.85404384,0.85344142,0.96310273,0.91227352,0.98913343,2.3710817,0.17857773,0.34692297,0.12288152,0.14770574
"1276",0.87229309,0.85362409,0.93688711,0.95639172,1.0214151,2.5443184,0.25547352,0.31007735,0.12633606,0.14523377
"1277",0.86971576,0.92941245,0.93898959,1.0052813,1.0221438,2.4012564,0.21059324,0.35325051,0.13788752,0.14677831
"1278",0.90239182,0.93839633,0.89091871,0.98178537,1.0163434,2.4955819,0.19341959,0.34254697,0.13286777,0.14550478
"1279",0.85795027,0.95666415,0.91098699,0.97927725,1.0551942,2.2848886,0.2396282,0.39605295,0.12592283,0.14914392
"1280",0.88754187,0.94108533,0.9322058,0.99584772,1.0021965,2.3302583,0.2543781,0.38873519,0.12588295,0.14589319
"1281",0.85968399,0.89724868,0.88847647,0.95407254,0.99547273,2.2462287,0.27788388,0.37679907,0.12435768,0.14638246
"1282",0.88894826,0.91653521,0.86107274,1.0050744,0.98925804,2.1956267,0.2579766,0.35707259,0.11651175,0.14738681
"1283",0.89809934,0.9160964,0.85048369,1.0077167,0.99400362,2.1982665,0.29156877,0.36419185,0.11973102,0.14983571
"1284",0.89512381,0.91767932,0.90930591,1.0188001,1.0156782,2.0652766,0.26029232,0.37661367,0.12580713,0.14912591
"1285",0.86250111,0.87877572,0.93318722,0.93783638,1.0165728,2.3418981,0.24884666,0.35279644,0.11727211,0.15670665
"1286",0.91892655,0.90598496,0.9536633,1.0305395,1.0162844,2.3264445,0.20573275,0.33268089,0.11372777,0.15127073
"1287",0.87767095,0.88215304,0.9286493,0.93165935,0.97532389,2.425943,0.20051186,0.38829675,0.11681869,0.14957475
"1288",0.86913658,0.89278152,0.87769951,0.99551565,0.9882099,2.448695,0.17111267,0.389496,0.1059666,0.1535843
"1289",0.91601062,0.91857334,0.94389079,1.0237707,0.98298545,2.4110417,0.19780708,0.38850029,0.10797631,0.15395001
"1290",0.89644307,0.9328993,0.941386,1.0202658,0.95579213,2.5255448,0.19444827,0.38032189,0.11011122,0.15457358
"1291",0.90285926,0.9637059,0.95502794,0.97040784,1.0443821,2.4858118,0.21405348,0.36024709,0.11369303,0.14615975
"1292",0.90764722,0.86551582,0.99026984,0.9773148,1.0724169,2.4571283,0.21683106,0.35768162,0.1115423,0.14625969
"1293",0.93822875,0.90250645,0.94524247,0.97523137,1.0211519,2.5030354,0.18059748,0.37566876,0.10754005,0.1487777
"1294",0.89513488,0.89679816,0.94644026,0.95802065,1.0428904,2.2330275,0.18625369,0.39682204,0.10696557,0.14648924
"1295",0.90670278,0.87710287,0.94204159,0.89952163,0.94875321,2.1318581,0.25094421,0.38556737,0.11288606,0.14625739
"1296",0.85902776,0.86374989,0.86714732,0.92015854,0.98966736,2.3796873,0.2270888,0.37864264,0.11064949,0.14405892
"1297",0.83819175,0.92367138,0.91230072,0.94464043,1.0278628,2.1681185,0.30043162,0.39924543,0.11912946,0.1470532
"1298",0.90695511,0.88226683,0.89756266,0.95941464,0.98060209,2.4786668,0.22995903,0.31423581,0.12693002,0.14696016
"1299",0.87561849,0.90366554,0.86521033,0.93596019,1.0019692,2.4202068,0.30706355,0.3615756,0.1239066,0.14688488
"1300",0.87870534,0.92746277,1.0166504,1.0070721,1.0094584,2.2182497,0.34081435,0.28753396,0.1488846,0.15920881
"1301",0.88569832,0.83604904,0.86721458,0.93327132,1.0185688,2.4918586,0.22659105,0.36359014,0.1261713,0.15125139
"1302",0.8746061,0.85257489,0.87554329,0.95000924,0.98640848,2.3868853,0.29875518,0.36493737,0.11822689,0.14986286
"1303",0.86235887,0.85937147,0.874226,0.93573477,0.99007295,2.418376,0.30647361,0.3818761,0.11629245,0.15176326
"1304",0.87907086,0.8786172,0.90945366,0.9520631,0.99801169,2.5084547,0.277185,0.35676831,0.12868304,0.1549463
"1305",0.89816972,0.88216844,0.8607177,0.93657423,1.0161165,2.2997954,0.29858335,0.38775994,0.12845851,0.15574155
"1306",0.8837976,0.93204359,0.88635054,0.92704525,0.98771753,2.4007463,0.27962051,0.36928381,0.12522484,0.15502217
"1307",0.85749996,0.89868554,0.94341125,1.0086752,1.0422672,2.1855126,0.27510467,0.38439776,0.13052114,0.14885815
"1308",0.81248957,0.93267823,0.91653724,0.95456863,0.99427036,2.4297043,0.23824365,0.41722155,0.12454645,0.15284835
"1309",0.86874855,0.8911022,0.85311723,0.93335736,0.98319773,2.538758,0.20237696,0.38763738,0.13056226,0.14384958
"1310",0.95513504,1.0224499,0.9834017,1.024809,1.0743152,2.257869,0.12912858,0.3772125,0.12715689,0.13972921
"1311",0.86946902,0.92107989,0.89683139,0.94915474,0.99511705,2.5511986,0.11589716,0.35856698,0.11633267,0.14609146
"1312",0.89245211,0.95962029,0.93337215,0.975115,0.97690644,2.260418,0.09437192,0.40255633,0.12666279,0.14394052
"1313",0.91767454,0.94846398,0.91287429,0.99931124,1.0491017,2.4790127,0.13224696,0.36631479,0.12065503,0.13546012
"1314",0.83885969,0.85798986,0.92329989,0.98371943,1.0370572,2.1188439,0.10704673,0.42702721,0.11251495,0.12794144
"1315",0.87936907,0.90097232,0.93878883,0.96074441,1.0355582,1.950537,0.098255439,0.37844895,0.11009934,0.12503291
"1316",0.84250752,0.903113,0.93662471,0.97281402,1.0449383,2.3636294,0.16695152,0.37010172,0.12669785,0.13014186
"1317",0.89087466,0.95693997,0.93604262,0.95907527,1.003346,2.4913301,0.14290032,0.38122115,0.12350285,0.1269715
"1318",0.91477841,0.87017499,0.91299957,0.96664393,1.0280834,2.6134281,0.1594711,0.43908099,0.11889486,0.12633467
"1319",0.88865625,0.92428052,0.85433268,1.0103571,1.0246286,2.6622168,0.1679222,0.428508,0.1131291,0.12521981
"1320",0.8516748,0.87698858,0.92908095,0.94885227,0.95840496,2.3026395,0.26474742,0.37872427,0.10046333,0.1367268
