"","mu_w1","mu_w2","mu_w3","mu_w4","mu_w5","mu_alpha","mu_beta","mu_a_infl","mu_b_infl","mu_sigma_infl"
"1089",0.59256249,0.65661387,0.70433476,0.82487072,0.85787858,1.7340935,0.26815705,-0.45048218,0.020590861,0.13356038
"1090",0.65479017,0.68909951,0.74824354,0.78030543,0.87875183,1.650076,0.32306912,-0.56663021,0.01509632,0.13099844
"1091",0.65170319,0.71557182,0.73690551,0.80714027,0.90099415,1.6414943,0.31166647,-0.53654,0.013786398,0.12818845
"1092",0.61690781,0.70295899,0.67083988,0.8126397,0.82088125,1.549789,0.30998863,-0.46100394,0.014486814,0.15102774
"1093",0.71578135,0.7271443,0.75552657,0.83458691,0.93237766,1.3292125,0.26840901,-0.38139001,0.00043706974,0.15234245
"1094",0.65584897,0.64648253,0.67840775,0.84469643,0.85008441,1.6941838,0.24951906,-0.36556794,0.018264164,0.14934051
"1095",0.71828563,0.6896347,0.71083938,0.80787115,0.85497131,1.8441947,0.24577549,-0.23131584,0.023112711,0.143601
"1096",0.68246658,0.65644581,0.68778465,0.69482732,0.81570504,1.9716536,0.26086392,-0.33479152,0.024921883,0.14713481
"1097",0.62119115,0.66677339,0.72826773,0.85733165,0.93875529,2.3291397,0.14469827,-0.55324421,0.02467588,0.12644823
"1098",0.67182611,0.6845202,0.74851256,0.85301616,0.89997017,2.1432651,0.066347496,-0.51495652,0.027724205,0.14067557
"1099",0.6862422,0.69070139,0.71330003,0.95486438,0.8576225,2.1424851,0.076551924,-0.5308255,0.028894671,0.13355379
"1100",0.70483375,0.70948205,0.74377144,0.86519706,0.89632953,2.4284636,0.084336003,-0.49318878,0.022322787,0.13601773
"1101",0.62092983,0.71464176,0.67547612,0.73267748,0.89176526,2.0093499,0.13467398,-0.44891113,0.03227492,0.14318253
"1102",0.77610819,0.70975052,0.77082513,0.73601079,0.90836342,1.9636121,0.15844656,-0.43446765,0.026111171,0.13708573
"1103",0.57880923,0.67704106,0.7090345,0.90316702,0.87813336,2.0680277,0.11884607,-0.4711631,0.019645305,0.14991659
"1104",0.57194095,0.65951097,0.70756057,0.83814615,0.85184266,2.2219132,0.1248459,-0.40409577,0.023532219,0.15354394
"1105",0.61438073,0.66805768,0.74935453,0.78313912,0.84516286,2.1239724,0.12071122,-0.40559854,0.026815207,0.15961816
"1106",0.5470226,0.649219,0.66661451,0.76125509,0.8284332,2.1349436,0.13780635,-0.35328037,0.036531333,0.16370231
"1107",0.53206589,0.62906953,0.72169566,0.74913306,0.80706793,1.8729075,0.14267598,-0.36471793,0.041171111,0.16233129
"1108",0.64036692,0.69482877,0.69048058,0.79551569,0.91728153,1.9333893,0.18119279,-0.38563112,0.046110181,0.16457515
"1109",0.72108717,0.65617885,0.73445341,0.75833305,0.81283227,2.0852885,0.17295526,-0.29207767,0.042054683,0.17086486
"1110",0.70043537,0.66305139,0.69098647,0.75013103,0.88258203,1.715094,0.15792868,-0.32011642,0.036258293,0.16530846
"1111",0.719461,0.70195299,0.72937546,0.79812237,0.86556732,1.2891078,0.23860843,-0.36749316,0.040204558,0.17329706
"1112",0.74574727,0.71856669,0.7317378,0.83836102,0.90824173,1.2532789,0.17344601,-0.30772658,0.040740874,0.1628811
"1113",0.71359089,0.70952507,0.77689334,0.82053086,0.94672218,1.2371186,0.17782292,-0.29198801,0.043998862,0.15846455
"1114",0.63775279,0.63696909,0.6713053,0.80343019,0.83813347,1.605289,0.35348567,-0.29064589,0.027706482,0.14607821
"1115",0.71841897,0.74668218,0.7504443,0.81232651,0.94645461,1.6066471,0.22328858,-0.22100508,0.033897228,0.14100359
"1116",0.6342405,0.72102998,0.72102961,0.80552076,0.87626618,1.9366012,0.16191578,-0.32185671,0.037150549,0.14461795
"1117",0.57526198,0.7026703,0.65209896,0.80129403,0.88201984,1.6924224,0.13662417,-0.4005159,0.031559967,0.14292201
"1118",0.62390448,0.69450566,0.7093065,0.77345293,0.87732528,1.3794799,0.25141333,-0.41197074,0.017667248,0.14398907
"1119",0.60446081,0.69458876,0.73301433,0.77846221,0.86318057,1.5166154,0.2445095,-0.37321074,0.025752621,0.13988404
"1120",0.66808028,0.62365622,0.69467469,0.73824059,0.85579524,1.7916081,0.31940647,-0.43034973,0.032663717,0.14609891
"1121",0.66515426,0.62104469,0.69046709,0.7755235,0.86280132,1.9637003,0.367717,-0.43780315,0.038297234,0.14448984
"1122",0.60990214,0.58717314,0.6994076,0.77488171,0.81464227,1.9521104,0.2809442,-0.37831927,0.036340356,0.15306013
"1123",0.69820381,0.73185194,0.75344653,0.88483118,0.91580333,1.6220056,0.33244009,-0.53592755,0.027093485,0.14775612
"1124",0.73755356,0.68213078,0.75262848,0.86277666,0.87457155,1.5969358,0.28417994,-0.54817577,0.013956477,0.16316385
"1125",0.73040578,0.68369875,0.68198168,0.85231771,0.93746435,1.5804262,0.24920913,-0.48034081,0.025243329,0.16629927
"1126",0.71386373,0.65179281,0.75863898,0.83515384,0.90267017,1.8894886,0.2310065,-0.42789742,0.011200679,0.18634746
"1127",0.65078408,0.72284867,0.68290249,0.81246893,0.87421048,1.820552,0.35890001,-0.49725253,0.018640808,0.15452847
"1128",0.6502637,0.65212518,0.70093611,0.89906136,0.88968764,1.9698382,0.2853416,-0.48836224,0.014005477,0.14593501
"1129",0.62740734,0.70987883,0.74236468,0.83110268,0.86844381,1.5124199,0.23717175,-0.4412407,0.019813428,0.1451668
"1130",0.635644,0.69158182,0.71898632,0.82969689,0.93357288,1.6682541,0.29817406,-0.43125352,0.017585349,0.14143483
"1131",0.70128892,0.69692135,0.73002179,0.93574281,0.90235335,1.4023833,0.36044934,-0.43131125,0.024407739,0.13174676
"1132",0.62996346,0.7147395,0.71722137,0.89975143,0.82423548,1.5740712,0.32252754,-0.37974591,0.02433157,0.1397529
"1133",0.66703968,0.72302161,0.78680509,0.85205807,0.90772488,1.5475283,0.20377574,-0.41945169,0.016668202,0.14319228
"1134",0.75112052,0.65699535,0.7645036,0.93010352,1.014583,1.361492,0.18796913,-0.33018804,0.019061967,0.14366463
"1135",0.61936818,0.69444024,0.67014421,0.74670354,0.81203625,1.3915826,0.15496121,-0.33726634,0.02929008,0.15782323
"1136",0.68272036,0.69909383,0.69337608,0.8490833,0.86592926,1.6861191,0.16570098,-0.36551573,0.023689245,0.15153586
"1137",0.61961092,0.78855208,0.72574319,0.8704824,0.97772636,1.3931264,0.16613652,-0.44615982,0.025066308,0.15627365
"1138",0.70785747,0.64415714,0.66895707,0.79826046,0.89463026,1.6451605,0.26743529,-0.3763326,0.02419241,0.14229676
"1139",0.75974497,0.68927964,0.77570799,0.79133496,0.85062138,1.6860355,0.25949893,-0.39092381,0.01842308,0.14965602
"1140",0.6109444,0.61921657,0.67573873,0.77733731,0.83680226,1.6403766,0.33165217,-0.39726097,0.013262202,0.15874582
"1141",0.66140853,0.67849028,0.79331577,0.88495215,0.92389725,1.6191464,0.23105015,-0.28919808,0.010757791,0.1474968
"1142",0.6705591,0.67829416,0.73544658,0.7689048,0.87881902,1.7393299,0.33450972,-0.32840041,0.013086316,0.16241008
"1143",0.66411099,0.70582003,0.70426389,0.83606631,0.89839397,1.2740019,0.27223709,-0.38743991,0.015769117,0.14437087
"1144",0.60937656,0.7061381,0.72907762,0.81260277,0.91395342,1.2104129,0.26730107,-0.29440767,0.032251098,0.14569786
"1145",0.72314029,0.71418673,0.78175646,0.81518049,0.92417005,0.94588679,0.20612335,-0.23291419,0.044940093,0.14033855
"1146",0.595329,0.70833039,0.72017089,0.84546545,0.8129608,1.076671,0.32289376,-0.33938652,0.0084760159,0.16211852
"1147",0.58929007,0.70521844,0.72142293,0.84367,0.86930923,1.0299016,0.40587478,-0.33665655,0.00024689884,0.17064013
"1148",0.68081646,0.69024268,0.71364329,0.76193728,0.87321579,1.4416393,0.27799358,-0.38008016,0.02539166,0.18694898
"1149",0.65095318,0.76473766,0.78552655,0.90926116,0.8362882,1.2962328,0.18475582,-0.38499148,0.027228724,0.19898909
"1150",0.64834678,0.65348845,0.71138146,0.93110049,0.91455212,1.446864,0.18200536,-0.38680735,0.039533646,0.18505816
"1151",0.5355273,0.72374691,0.80010848,0.90514226,0.86091876,1.608025,0.26603285,-0.41578303,0.048640615,0.16371044
"1152",0.61943864,0.68447976,0.6996387,0.95335596,0.91005294,1.5836771,0.29037174,-0.42044287,0.051096326,0.16155055
"1153",0.67020969,0.71207796,0.76351687,0.75205197,0.9153565,1.3396621,0.24728903,-0.31232342,0.048309141,0.16887089
"1154",0.69030176,0.67016953,0.6953165,0.84427273,0.85712621,1.6468532,0.35693602,-0.28622191,0.026060431,0.20002871
"1155",0.69931205,0.70452263,0.68967563,0.82114715,0.8489957,1.7121861,0.35739731,-0.24731071,0.022151412,0.19758743
"1156",0.6882909,0.69927225,0.74199122,0.82626056,0.94518949,1.6606884,0.37418579,-0.39097859,0.027885589,0.18248875
"1157",0.71113049,0.67225855,0.7075966,0.85255343,0.92623058,1.6341531,0.43491932,-0.39440236,0.0313098,0.19821326
"1158",0.64235053,0.66187583,0.73742071,0.79218744,0.911738,1.7469628,0.36744974,-0.43215215,0.031835847,0.20796465
"1159",0.72407731,0.66049742,0.76263021,0.85616444,0.97171785,1.6120964,0.30934876,-0.40848875,0.046395393,0.20066857
"1160",0.64237015,0.66424591,0.67077295,0.79200425,0.86620346,2.0059941,0.49021564,-0.28737701,0.031620864,0.18375223
"1161",0.69199904,0.68422952,0.67645205,0.7862321,0.84458452,1.6762238,0.44651714,-0.29019381,0.027550903,0.18799802
"1162",0.68956136,0.66877834,0.7431355,0.87321166,0.8829902,1.5732439,0.34258317,-0.34804404,0.029414943,0.1830397
"1163",0.68197141,0.74862736,0.71556345,0.78481573,0.91026824,1.8991237,0.28037848,-0.26715634,0.013883137,0.18387114
"1164",0.63836814,0.73557227,0.73877605,0.84929047,0.89494385,1.8400756,0.29827022,-0.30657719,0.014930898,0.1820922
"1165",0.65466281,0.73606645,0.73769125,0.85098727,0.89207132,1.9117926,0.31706004,-0.28684625,0.012509057,0.18127979
"1166",0.68441824,0.66542781,0.697255,0.7873496,0.91646523,1.782292,0.28663814,-0.33852111,0.024652134,0.18332545
"1167",0.60127505,0.67476232,0.74203165,0.80790685,0.83616309,1.6786711,0.31117256,-0.35692504,0.037479407,0.19970181
"1168",0.64321448,0.60862935,0.63744142,0.79686777,0.76632368,1.3206524,0.31335979,-0.41096814,0.039877872,0.21494408
"1169",0.62018991,0.74955665,0.74061971,0.81805256,0.84843943,1.6027409,0.35154569,-0.28442283,0.05886687,0.20914518
"1170",0.69379044,0.65857412,0.71682184,0.77609648,0.80736265,1.5661472,0.2395099,-0.37722562,0.061209425,0.19226251
"1171",0.68595102,0.62234327,0.69970936,0.7402745,0.89618455,1.6386865,0.27487433,-0.31644556,0.050586111,0.18826926
"1172",0.67585797,0.69986776,0.71962525,0.83047496,0.86083251,1.6530541,0.38300793,-0.2773951,0.030408569,0.1653229
"1173",0.70546484,0.73383869,0.7311774,0.82653176,0.9482328,1.4305638,0.31192826,-0.29426536,0.025376373,0.15108421
"1174",0.73421761,0.726133,0.78467023,0.82359449,0.95934643,1.3263145,0.27795959,-0.26870821,0.026831867,0.156245
"1175",0.71253315,0.70343952,0.77326391,0.8744334,0.92238256,1.2710075,0.29529227,-0.17485546,0.023093112,0.15347194
"1176",0.70887113,0.69212844,0.79243015,0.85209473,0.93332925,1.1373491,0.26179114,-0.18089551,0.015381441,0.15999865
"1177",0.60970262,0.7508268,0.65461224,0.88072906,0.84007507,1.3509497,0.23648693,-0.14922248,0.022439886,0.15048122
"1178",0.73159287,0.54640362,0.79689137,0.75272237,0.88626595,1.1066441,0.39290764,-0.17691909,0.013668552,0.16365233
"1179",0.68465201,0.69226115,0.74170915,0.83586932,0.90784578,0.78876824,0.44739849,-0.31836613,0.012530858,0.17025004
"1180",0.67115745,0.68778484,0.70197754,0.91480883,0.87683157,0.54462886,0.29989176,-0.35330238,0.016288121,0.16335523
"1181",0.68847886,0.71135871,0.75340899,0.77156054,0.92254729,1.2152784,0.14467663,-0.52123612,0.0013132859,0.1586971
"1182",0.66161303,0.68278032,0.6804746,0.78752311,0.88316521,1.1864093,0.24643803,-0.46460276,0.0038479671,0.13945481
"1183",0.69961708,0.6626416,0.69973956,0.80983335,0.86854458,1.4542738,0.192229,-0.4039066,0.016352082,0.13339951
"1184",0.65587754,0.71569574,0.73459958,0.80333404,0.92553088,1.3306605,0.21201528,-0.34585637,0.017302032,0.13572345
"1185",0.69516595,0.66611896,0.69876553,0.78042221,0.85994218,1.4753949,0.20041646,-0.42851766,0.015431761,0.13295869
"1186",0.64568553,0.69609146,0.71493469,0.86011771,0.89513451,1.5672045,0.15201137,-0.36634598,0.011735648,0.13633532
"1187",0.67309753,0.67849102,0.64126813,0.80362767,0.86490094,1.1288268,0.12355679,-0.33287971,0.014251565,0.12823748
"1188",0.64394102,0.7049587,0.6742186,0.79657293,0.88020469,1.1893484,0.15474216,-0.41559045,0.016204485,0.13483792
"1189",0.65072236,0.70277132,0.67914443,0.81844916,0.88183739,1.0836009,0.11441986,-0.46827301,0.020713518,0.13607773
"1190",0.68393484,0.73125696,0.76585197,0.7725732,0.92343965,1.2730769,0.16426046,-0.46752791,0.027332652,0.14708
"1191",0.64652838,0.6815978,0.7066969,0.87929437,0.85076991,1.4631623,0.27520175,-0.37770161,0.045103106,0.15264953
"1192",0.6993569,0.6977866,0.7712463,0.80451422,0.9307451,1.404049,0.26964867,-0.42563546,0.047291821,0.14950103
"1193",0.65270221,0.68136187,0.72666406,0.81113692,0.92557043,1.2427333,0.15983075,-0.45997956,0.055696822,0.14846631
"1194",0.75081333,0.73722174,0.75560998,0.83367745,0.93221935,1.3174742,0.15890195,-0.33256916,0.047813534,0.14091116
"1195",0.63992957,0.66576677,0.729209,0.81914276,0.89508848,1.6690811,0.10997054,-0.39539492,0.035433203,0.13725178
"1196",0.6166279,0.70185257,0.68881573,0.80615283,0.87499005,1.0649254,0.16277609,-0.52202908,0.025627097,0.12736035
"1197",0.63349137,0.6998269,0.71277516,0.81079298,0.87502812,1.258234,0.15426567,-0.42637735,0.031156779,0.13316224
"1198",0.70921709,0.72741259,0.69791052,0.86716584,0.9264531,1.1162501,0.18239463,-0.45148651,0.023047109,0.13411592
"1199",0.70780291,0.66421548,0.70570707,0.78774657,0.88278828,1.6107037,0.24309488,-0.37387196,0.011174835,0.14239307
"1200",0.7037526,0.73077457,0.72910585,0.81985424,0.89898633,1.5603569,0.25936611,-0.31967523,0.013965842,0.13882947
"1201",0.75772249,0.69894229,0.70638732,0.74352073,0.91063418,1.702204,0.3615949,-0.36634214,0.0043952663,0.13323309
"1202",0.57992311,0.68332139,0.72132978,0.80217791,0.87879662,1.5497557,0.49063338,-0.33363851,0.010023699,0.13382374
"1203",0.66992913,0.61369577,0.7431693,0.74585471,0.86940548,1.118242,0.368908,-0.3311212,0.022700688,0.1344147
"1204",0.7186576,0.70610202,0.66153645,0.81015848,0.85145217,1.2002956,0.39955695,-0.38689065,0.026312483,0.11419825
"1205",0.56429587,0.71517758,0.71843867,0.77980192,0.87025686,1.2368668,0.32976484,-0.32928613,0.01800507,0.11021013
"1206",0.62298018,0.71493088,0.66439232,0.80933945,0.84744392,1.3491132,0.37801687,-0.32562071,0.014154458,0.11098308
"1207",0.73230444,0.60211177,0.74559548,0.76915574,0.8667057,1.3129186,0.40208996,-0.34575573,0.01909744,0.13797804
"1208",0.68589258,0.78335986,0.70601191,0.8952429,0.89450988,1.2461599,0.39459461,-0.35502147,0.012019125,0.13829884
"1209",0.57612234,0.64344847,0.72835761,0.68802242,0.86794875,1.0121537,0.37268728,-0.21349576,0.0067458613,0.13878269
"1210",0.58929105,0.65989853,0.72241511,0.70450876,0.88691222,1.0068723,0.34557448,-0.22846017,0.0058137486,0.13682466
"1211",0.67252574,0.68994659,0.74576576,0.93329223,0.92355439,1.6540243,0.14376341,-0.29613977,0.022879456,0.13710244
"1212",0.67428542,0.69006238,0.69372861,0.77662439,0.88718799,1.3549622,0.16093217,-0.20084828,0.022996937,0.13980351
"1213",0.70980928,0.75512794,0.75197489,0.79283826,0.89860485,1.2678296,0.10988993,-0.26693666,0.027764013,0.13660393
"1214",0.74531847,0.72698038,0.70406504,0.85857466,0.88591172,1.2884491,0.083832527,-0.22598709,0.02384985,0.13716188
"1215",0.63405681,0.65551159,0.72217012,0.80273189,0.92876378,1.4401531,0.085918029,-0.26262788,0.013135898,0.1477764
"1216",0.63111896,0.67651009,0.73886467,0.81917305,0.93032658,1.690407,0.16023236,-0.30982932,0.013331531,0.16803372
"1217",0.67392418,0.68519963,0.71732388,0.83367447,0.8326098,1.9093667,0.23813083,-0.35179993,-0.0036581536,0.15308497
"1218",0.68540229,0.69923831,0.69924309,0.86548608,0.92999501,1.4389132,0.28149126,-0.4656118,0.0062819119,0.13268193
"1219",0.68634042,0.70196811,0.73279594,0.81138368,0.88461215,1.2569689,0.20291841,-0.26963574,0.014508661,0.13993674
"1220",0.7002598,0.69205118,0.74849804,0.87351583,0.92814255,1.3564383,0.18739541,-0.21511091,0.013516809,0.13600675
"1221",0.66801464,0.67240911,0.73173657,0.7494126,0.83849447,1.5668209,0.21253965,-0.24707775,0.027736218,0.15089199
"1222",0.7281484,0.73641021,0.59513053,0.80160648,0.92863397,1.2329342,0.25597541,-0.25507452,0.034770811,0.15733048
"1223",0.68136571,0.6926104,0.76172482,0.80534647,0.88384528,1.2743614,0.19085635,-0.32491061,0.032965836,0.14761795
"1224",0.71977286,0.69731103,0.73926284,0.8457038,0.91670469,1.2887703,0.1643571,-0.36981672,0.028414352,0.15288611
"1225",0.67914989,0.67599893,0.71260853,0.75382459,0.86058316,1.507933,0.17807561,-0.43550097,0.039629919,0.15253073
"1226",0.68850165,0.70672656,0.76619128,0.93456042,0.86169528,1.6679143,0.17625627,-0.50615242,0.060899451,0.13640437
"1227",0.69481058,0.65319257,0.72448648,0.86521192,0.94999152,1.7492583,0.16466548,-0.48800334,0.054004848,0.13651295
"1228",0.67304147,0.6771395,0.75018719,0.91587204,0.91138319,1.7739992,0.19407681,-0.46082928,0.058349374,0.14266121
"1229",0.69729504,0.70106062,0.7328315,0.79994034,0.85622976,1.4794129,0.20990258,-0.53973174,0.033573496,0.14408172
"1230",0.73543282,0.65058937,0.77439973,0.81601726,0.92203887,1.7863196,0.24719009,-0.15198851,0.029626491,0.14412699
"1231",0.74026183,0.63364173,0.798286,0.81332394,0.91250735,1.7002626,0.27054774,-0.16171453,0.032654426,0.1467195
"1232",0.66629099,0.64543225,0.73978354,0.8225224,0.88454867,1.8262495,0.28259593,-0.1282302,0.028541009,0.14931956
"1233",0.72199131,0.66128644,0.68800971,0.8015595,0.8992894,2.0881805,0.22866308,-0.16543828,0.028581076,0.12938465
"1234",0.76897446,0.74553814,0.77112589,0.80656964,0.91976742,2.2490978,0.18763176,-0.28861974,0.029464469,0.12479872
"1235",0.72647977,0.70539669,0.74089979,0.90599059,0.94338159,1.9585613,0.21525756,-0.30174427,0.023301201,0.13293956
"1236",0.70903054,0.67871467,0.75550415,0.81684445,0.91965967,1.9133805,0.2546444,-0.27453713,0.021754533,0.12850258
"1237",0.63735021,0.73289832,0.71913676,0.73492688,0.8917343,1.9549348,0.18905514,-0.26209659,0.026022242,0.13745172
"1238",0.67151608,0.67109825,0.69475664,0.78665002,0.9107458,1.7758636,0.28301579,-0.30411723,0.039339179,0.14686514
"1239",0.65945883,0.70882205,0.67234092,0.77558332,0.89075486,1.618076,0.20366699,-0.28635559,0.033975151,0.144625
"1240",0.6442112,0.68276478,0.71168131,0.77433097,0.8791244,1.5984996,0.2027673,-0.28319249,0.021470134,0.15563501
"1241",0.64013625,0.69029024,0.71082016,0.80928632,0.85394691,1.6069229,0.17891669,-0.32718222,0.025964179,0.15629409
"1242",0.59321666,0.67940188,0.69397482,0.90455776,0.91432215,1.6634008,0.19391651,-0.2628984,0.021663938,0.15438927
"1243",0.6173556,0.69915796,0.73042069,0.77591271,0.87691885,1.7041418,0.19010218,-0.26344751,0.034077104,0.15133331
"1244",0.69314979,0.69705155,0.70700637,0.76349677,0.94775443,1.656446,0.17613217,-0.23158861,0.037506615,0.14876679
"1245",0.68153192,0.62522812,0.68356253,0.75787643,0.86369715,1.6235004,0.18868468,-0.30130054,0.042241704,0.15215015
"1246",0.64019087,0.65182164,0.71480339,0.63387349,0.86310229,1.653562,0.19631627,-0.32186445,0.039726152,0.15226361
"1247",0.62472041,0.61672711,0.70828646,0.6551868,0.89217066,1.5526663,0.19388428,-0.34970699,0.039176193,0.14921994
"1248",0.64972443,0.76158121,0.74368398,0.81683856,0.86991397,1.8241207,0.151616,-0.44708662,0.026031255,0.15271699
"1249",0.59147855,0.69445718,0.72958413,0.80464904,0.84315249,1.8781981,0.099935997,-0.49243072,0.026501635,0.1512022
"1250",0.62667526,0.72116232,0.76206816,0.79649225,0.90183974,1.7032514,0.17594405,-0.49749376,0.015760674,0.14422888
"1251",0.64570122,0.68642094,0.70265917,0.83441283,0.83528403,1.4584456,0.24319278,-0.51112245,0.013362742,0.14605324
"1252",0.64349984,0.69294042,0.73425829,0.76517225,0.93600458,1.811636,0.075939789,-0.4958144,0.011665308,0.15740599
"1253",0.68982236,0.68097959,0.70318184,0.88447907,0.90521164,1.3935698,0.19095951,-0.50887107,0.0049782958,0.16622669
"1254",0.63578237,0.67196995,0.73731762,0.79990684,0.91859868,1.8382601,0.16636046,-0.48564777,-0.0013340152,0.14449779
"1255",0.64736504,0.67395178,0.7166124,0.79569588,0.92094922,1.73661,0.16334734,-0.46257616,0.01236808,0.14036792
"1256",0.7491127,0.73778601,0.69859912,0.78698203,0.86993634,1.8557413,0.12338303,-0.42418783,0.014244418,0.13618948
"1257",0.62858517,0.73109172,0.72303225,0.87926732,0.92215826,1.426807,0.19789797,-0.33077191,0.013925677,0.15870197
"1258",0.6636235,0.72097178,0.72922143,0.83006297,0.82256645,1.505384,0.17342489,-0.27247187,-0.0016860634,0.17005698
"1259",0.68301214,0.71466723,0.73133497,0.85719315,0.82867248,1.5906603,0.21095252,-0.28351956,0.0031574394,0.17170321
"1260",0.74227674,0.76855612,0.72066503,0.84899738,0.95711665,1.2493224,0.28949254,-0.30490304,-0.0057453799,0.17444653
"1261",0.59133394,0.70302462,0.68605379,0.77285125,0.84889068,1.5819293,0.27806532,-0.36156107,0.010562506,0.17301034
"1262",0.68919115,0.69788461,0.72052911,0.74821351,0.86248019,1.1861322,0.24330142,-0.38244925,0.022157515,0.15828945
"1263",0.59315189,0.68561361,0.67937761,0.78855505,0.87837646,1.3371383,0.39479625,-0.36738158,0.021573279,0.15631748
"1264",0.71892522,0.74218816,0.73749394,0.84796089,0.94549843,1.4845855,0.30541301,-0.4576649,0.018439653,0.14998684
"1265",0.68397255,0.65366571,0.72371907,0.82873946,0.90964624,1.5009183,0.28807135,-0.40482925,0.030208028,0.15357949
"1266",0.65054548,0.71492819,0.74294391,0.8155069,0.89840382,1.2891066,0.25986356,-0.3134314,0.024293613,0.15418927
"1267",0.69507757,0.72939133,0.73281658,0.80496223,0.9442739,1.4854781,0.29068137,-0.31519527,0.0089001391,0.14402215
"1268",0.73619915,0.72978001,0.77823285,0.86929346,0.98702092,1.5804758,0.32980544,-0.29857586,0.012577908,0.14355581
"1269",0.58432058,0.63104103,0.71272135,0.71191615,0.81670335,1.4756811,0.25895638,-0.34686179,0.015065042,0.1538134
"1270",0.73973467,0.73210371,0.7711935,0.76725694,0.94327881,1.3594196,0.3298553,-0.31903595,0.02298156,0.13757595
"1271",0.60199174,0.68220849,0.67259528,0.78355988,0.88355252,1.7478313,0.33475178,-0.26327141,0.040282959,0.1474916
"1272",0.7113304,0.68744096,0.79692666,0.81721922,0.85050156,1.2321744,0.20326124,-0.35943667,0.037898168,0.14760699
"1273",0.68534122,0.69962361,0.77272925,0.82659223,0.83682197,1.2445017,0.23486285,-0.36836635,0.029778951,0.15135957
"1274",0.65914465,0.68696479,0.72464315,0.85977287,0.87501306,1.5607048,0.24618115,-0.41747513,0.032910569,0.14744869
"1275",0.62178767,0.67610388,0.71943315,0.80292958,0.84886041,1.1790374,0.19964076,-0.40654394,0.038198874,0.15027415
"1276",0.69170539,0.69383748,0.72333289,0.78355142,0.87581254,1.464997,0.29013722,-0.40377821,0.043898129,0.16002858
"1277",0.70575038,0.70017999,0.7033838,0.86045501,0.99402528,1.3451595,0.25521475,-0.27475786,0.055753065,0.15268543
"1278",0.63274548,0.65484343,0.71228078,0.75510057,0.84238635,1.8404073,0.27263106,-0.3052454,0.04063036,0.1537382
"1279",0.66147714,0.70297239,0.75342759,0.82999737,0.93902374,1.5816782,0.18762738,-0.41189114,0.059216556,0.15943657
"1280",0.67937195,0.6880779,0.67197805,0.73148293,0.82044527,1.6871142,0.25951039,-0.48271183,0.040480778,0.13363312
"1281",0.62799898,0.71682212,0.74091404,0.95506448,0.94487344,1.4512102,0.22966157,-0.42800967,0.049198077,0.14363723
"1282",0.65376053,0.69578256,0.72900126,0.94900965,0.90252696,1.6631843,0.25103238,-0.42931912,0.052815166,0.15008483
"1283",0.57427307,0.6190896,0.72630001,0.74012692,0.87455706,2.0353025,0.2026773,-0.31485089,0.050084727,0.14375621
"1284",0.65019013,0.70667997,0.74450842,0.83351905,0.9260123,1.9654744,0.15991039,-0.37441472,0.043619969,0.12244963
"1285",0.705682,0.64591135,0.71621219,0.80017007,0.87363854,1.6537098,0.1902754,-0.43230187,0.048336609,0.15584864
"1286",0.62787476,0.71024622,0.71560084,0.8162125,0.88000582,1.4611654,0.094425479,-0.34919139,0.039537687,0.15232465
"1287",0.67140016,0.71819788,0.75798313,0.83134938,0.88336174,1.461333,0.17271146,-0.25268802,0.040831379,0.15699093
"1288",0.68125762,0.69808708,0.74279689,0.83981505,0.94114212,1.6252209,0.13723928,-0.35566932,0.030707617,0.15560019
"1289",0.61213297,0.69755443,0.71898361,0.8367438,0.84835289,1.7094001,0.2167449,-0.40503702,0.040785976,0.14480876
"1290",0.60864642,0.64792319,0.72086432,0.79763195,0.89449025,1.8013008,0.19664687,-0.4115957,0.043171274,0.13958645
"1291",0.63033927,0.71674133,0.66397971,0.79433381,0.90240818,1.5665804,0.20905136,-0.41422215,0.04501133,0.13815326
"1292",0.72376587,0.69647099,0.70498174,0.80350568,0.8510401,1.5100984,0.18966815,-0.37085899,0.05679364,0.13883435
"1293",0.60198461,0.68254351,0.66963293,0.81257147,0.8176602,1.4935812,0.19076303,-0.41301229,0.047019586,0.14215634
"1294",0.66606206,0.59896393,0.68303664,0.83050564,0.88025431,1.2317392,0.25742665,-0.42945058,0.040764054,0.13711834
"1295",0.64550739,0.65148237,0.67045224,0.81730722,0.81124003,1.7020653,0.17771372,-0.42319528,0.043753903,0.13531589
"1296",0.61539477,0.64792491,0.70061732,0.82603905,0.84449363,1.6025628,0.29393724,-0.34398658,0.036650707,0.14316081
"1297",0.57986429,0.63032464,0.66899539,0.82438643,0.81795593,1.7194692,0.2130031,-0.27980259,0.039802572,0.13878378
"1298",0.68904199,0.64601364,0.67373667,0.73713539,0.88205234,1.7065125,0.27503816,-0.30343757,0.038226682,0.1412119
"1299",0.64080551,0.76458124,0.72476969,0.81425838,0.86141446,1.61774,0.39706941,-0.28525777,0.029284359,0.16190154
"1300",0.66474228,0.6076035,0.65736578,0.8273509,0.85097833,1.543217,0.35152747,-0.28660282,0.024423082,0.18342281
"1301",0.66709798,0.7773115,0.75859215,0.77242888,0.91507439,1.7288133,0.30612572,-0.30090958,0.028177249,0.15761846
"1302",0.6543835,0.64978945,0.7193687,0.83865428,0.89131642,1.7278624,0.34507232,-0.2757569,0.029099713,0.15572717
